timestamp,value,classification,date
1580103000,50,Neutral,1970-01-01
1580189400,54,Neutral,1970-01-01
1580275800,57,Greed,1970-01-01
1580362200,57,Greed,1970-01-01
1580448600,55,Greed,1970-01-01
1580535000,57,Greed,1970-01-01
1580621400,57,Greed,1970-01-01
1580707800,59,Greed,1970-01-01
1580794200,56,Greed,1970-01-01
1580880600,53,Neutral,1970-01-01
1580967000,61,Greed,1970-01-01
1581053400,56,Greed,1970-01-01
1581139800,56,Greed,1970-01-01
1581226200,56,Greed,1970-01-01
1581312600,57,Greed,1970-01-01
1581399000,52,Neutral,1970-01-01
1581485400,61,Greed,1970-01-01
1581571800,65,Greed,1970-01-01
1581658200,63,Greed,1970-01-01
1581744600,64,Greed,1970-01-01
1581831000,59,Greed,1970-01-01
1581917400,49,Neutral,1970-01-01
1582003800,53,Neutral,1970-01-01
1582090200,50,Neutral,1970-01-01
1582176600,44,Fear,1970-01-01
1582263000,44,Fear,1970-01-01
1582349400,43,Fear,1970-01-01
1582435800,46,Neutral,1970-01-01
1582522200,46,Neutral,1970-01-01
1582608600,44,Fear,1970-01-01
1582695000,41,Fear,1970-01-01
1582781400,39,Fear,1970-01-01
1582867800,40,Fear,1970-01-01
1582954200,38,Fear,1970-01-01
1583040600,39,Fear,1970-01-01
1583127000,38,Fear,1970-01-01
1583213400,38,Fear,1970-01-01
1583299800,40,Fear,1970-01-01
1583386200,41,Fear,1970-01-01
1583472600,39,Fear,1970-01-01
1583559000,38,Fear,1970-01-01
1583645400,33,Fear,1970-01-01
1583731800,17,Extreme Fear,1970-01-01
1583818200,16,Extreme Fear,1970-01-01
1583904600,17,Extreme Fear,1970-01-01
1583991000,14,Extreme Fear,1970-01-01
1584077400,10,Extreme Fear,1970-01-01
1584163800,8,Extreme Fear,1970-01-01
1584250200,12,Extreme Fear,1970-01-01
1584336600,9,Extreme Fear,1970-01-01
1584423000,8,Extreme Fear,1970-01-01
1584509400,11,Extreme Fear,1970-01-01
1584595800,12,Extreme Fear,1970-01-01
1584682200,9,Extreme Fear,1970-01-01
1584768600,9,Extreme Fear,1970-01-01
1584855000,11,Extreme Fear,1970-01-01
1584941400,10,Extreme Fear,1970-01-01
1585027800,12,Extreme Fear,1970-01-01
1585114200,13,Extreme Fear,1970-01-01
1585200600,14,Extreme Fear,1970-01-01
1585287000,12,Extreme Fear,1970-01-01
1585373400,8,Extreme Fear,1970-01-01
1585459800,12,Extreme Fear,1970-01-01
1585546200,10,Extreme Fear,1970-01-01
1585632600,12,Extreme Fear,1970-01-01
1585719000,12,Extreme Fear,1970-01-01
1585805400,14,Extreme Fear,1970-01-01
1585891800,14,Extreme Fear,1970-01-01
1585978200,12,Extreme Fear,1970-01-01
1586064600,12,Extreme Fear,1970-01-01
1586151000,12,Extreme Fear,1970-01-01
1586237400,20,Extreme Fear,1970-01-01
1586323800,21,Extreme Fear,1970-01-01
1586410200,22,Extreme Fear,1970-01-01
1586496600,15,Extreme Fear,1970-01-01
1586583000,15,Extreme Fear,1970-01-01
1586669400,10,Extreme Fear,1970-01-01
1586755800,11,Extreme Fear,1970-01-01
1586842200,15,Extreme Fear,1970-01-01
1586928600,18,Extreme Fear,1970-01-01
1587015000,13,Extreme Fear,1970-01-01
1587101400,15,Extreme Fear,1970-01-01
1587187800,18,Extreme Fear,1970-01-01
1587274200,16,Extreme Fear,1970-01-01
1587360600,15,Extreme Fear,1970-01-01
1587447000,17,Extreme Fear,1970-01-01
1587533400,19,Extreme Fear,1970-01-01
1587619800,19,Extreme Fear,1970-01-01
1587706200,20,Extreme Fear,1970-01-01
1587792600,24,Extreme Fear,1970-01-01
1587879000,21,Extreme Fear,1970-01-01
1587965400,28,Fear,1970-01-01
1588051800,26,Fear,1970-01-01
1588138200,26,Fear,1970-01-01
1588224600,44,Fear,1970-01-01
1588311000,40,Fear,1970-01-01
1588397400,40,Fear,1970-01-01
1588483800,45,Neutral,1970-01-01
1588570200,44,Fear,1970-01-01
1588656600,40,Fear,1970-01-01
1588743000,42,Fear,1970-01-01
1588829400,49,Neutral,1970-01-01
1588915800,55,Greed,1970-01-01
1589002200,56,Greed,1970-01-01
1589088600,48,Neutral,1970-01-01
1589175000,40,Fear,1970-01-01
1589261400,39,Fear,1970-01-01
1589347800,41,Fear,1970-01-01
1589434200,40,Fear,1970-01-01
1589520600,44,Fear,1970-01-01
1589607000,41,Fear,1970-01-01
1589693400,40,Fear,1970-01-01
1589779800,50,Neutral,1970-01-01
1589866200,50,Neutral,1970-01-01
1589952600,52,Neutral,1970-01-01
1590039000,49,Neutral,1970-01-01
1590125400,42,Fear,1970-01-01
1590211800,40,Fear,1970-01-01
1590298200,43,Fear,1970-01-01
1590384600,41,Fear,1970-01-01
1590471000,39,Fear,1970-01-01
1590557400,39,Fear,1970-01-01
1590643800,41,Fear,1970-01-01
1590730200,48,Neutral,1970-01-01
1590816600,48,Neutral,1970-01-01
1590903000,51,Neutral,1970-01-01
1590989400,50,Neutral,1970-01-01
1591075800,56,Greed,1970-01-01
1591162200,48,Neutral,1970-01-01
1591248600,54,Neutral,1970-01-01
1591335000,53,Neutral,1970-01-01
1591421400,54,Neutral,1970-01-01
1591507800,54,Neutral,1970-01-01
1591594200,53,Neutral,1970-01-01
1591680600,52,Neutral,1970-01-01
1591767000,54,Neutral,1970-01-01
1591853400,52,Neutral,1970-01-01
1591939800,38,Fear,1970-01-01
1592026200,38,Fear,1970-01-01
1592112600,40,Fear,1970-01-01
1592199000,37,Fear,1970-01-01
1592285400,39,Fear,1970-01-01
1592371800,38,Fear,1970-01-01
1592458200,40,Fear,1970-01-01
1592544600,39,Fear,1970-01-01
1592631000,38,Fear,1970-01-01
1592717400,37,Fear,1970-01-01
1592803800,38,Fear,1970-01-01
1592890200,41,Fear,1970-01-01
1592976600,50,Neutral,1970-01-01
1593063000,43,Fear,1970-01-01
1593149400,40,Fear,1970-01-01
1593235800,43,Fear,1970-01-01
1593322200,40,Fear,1970-01-01
1593408600,41,Fear,1970-01-01
1593495000,44,Fear,1970-01-01
1593581400,42,Fear,1970-01-01
1593667800,42,Fear,1970-01-01
1593754200,41,Fear,1970-01-01
1593840600,40,Fear,1970-01-01
1593927000,38,Fear,1970-01-01
1594013400,40,Fear,1970-01-01
1594099800,43,Fear,1970-01-01
1594186200,44,Fear,1970-01-01
1594272600,44,Fear,1970-01-01
1594359000,41,Fear,1970-01-01
1594445400,44,Fear,1970-01-01
1594531800,41,Fear,1970-01-01
1594618200,43,Fear,1970-01-01
1594704600,43,Fear,1970-01-01
1594791000,44,Fear,1970-01-01
1594877400,43,Fear,1970-01-01
1594963800,41,Fear,1970-01-01
1595050200,44,Fear,1970-01-01
1595136600,41,Fear,1970-01-01
1595223000,44,Fear,1970-01-01
1595309400,44,Fear,1970-01-01
1595395800,50,Neutral,1970-01-01
1595482200,55,Greed,1970-01-01
1595568600,53,Neutral,1970-01-01
1595655000,55,Greed,1970-01-01
1595741400,55,Greed,1970-01-01
1595827800,58,Greed,1970-01-01
1595914200,76,Extreme Greed,1970-01-01
1596000600,71,Greed,1970-01-01
1596087000,76,Extreme Greed,1970-01-01
1596173400,75,Extreme Greed,1970-01-01
1596259800,75,Extreme Greed,1970-01-01
1596346200,80,Extreme Greed,1970-01-01
1596432600,75,Extreme Greed,1970-01-01
1596519000,72,Greed,1970-01-01
1596605400,75,Extreme Greed,1970-01-01
1596691800,79,Extreme Greed,1970-01-01
1596778200,77,Extreme Greed,1970-01-01
1596864600,77,Extreme Greed,1970-01-01
1596951000,79,Extreme Greed,1970-01-01
1597037400,78,Extreme Greed,1970-01-01
1597123800,84,Extreme Greed,1970-01-01
1597210200,75,Extreme Greed,1970-01-01
1597296600,75,Extreme Greed,1970-01-01
1597383000,78,Extreme Greed,1970-01-01
1597469400,79,Extreme Greed,1970-01-01
1597555800,82,Extreme Greed,1970-01-01
1597642200,83,Extreme Greed,1970-01-01
1597728600,82,Extreme Greed,1970-01-01
1597815000,80,Extreme Greed,1970-01-01
1597901400,75,Extreme Greed,1970-01-01
1597987800,81,Extreme Greed,1970-01-01
1598074200,78,Extreme Greed,1970-01-01
1598160600,76,Extreme Greed,1970-01-01
1598247000,78,Extreme Greed,1970-01-01
1598333400,75,Extreme Greed,1970-01-01
1598419800,76,Extreme Greed,1970-01-01
1598506200,75,Extreme Greed,1970-01-01
1598592600,74,Greed,1970-01-01
1598679000,79,Extreme Greed,1970-01-01
1598765400,75,Extreme Greed,1970-01-01
1598851800,75,Extreme Greed,1970-01-01
1598938200,75,Extreme Greed,1970-01-01
1599024600,83,Extreme Greed,1970-01-01
1599111000,79,Extreme Greed,1970-01-01
1599197400,40,Fear,1970-01-01
1599283800,41,Fear,1970-01-01
1599370200,41,Fear,1970-01-01
1599456600,41,Fear,1970-01-01
1599543000,41,Fear,1970-01-01
1599629400,38,Fear,1970-01-01
1599715800,38,Fear,1970-01-01
1599802200,41,Fear,1970-01-01
1599888600,41,Fear,1970-01-01
1599975000,38,Fear,1970-01-01
1600061400,39,Fear,1970-01-01
1600147800,47,Neutral,1970-01-01
1600234200,43,Fear,1970-01-01
1600320600,48,Neutral,1970-01-01
1600407000,49,Neutral,1970-01-01
1600493400,48,Neutral,1970-01-01
1600579800,52,Neutral,1970-01-01
1600666200,48,Neutral,1970-01-01
1600752600,39,Fear,1970-01-01
1600839000,43,Fear,1970-01-01
1600925400,39,Fear,1970-01-01
1601011800,46,Neutral,1970-01-01
1601098200,45,Neutral,1970-01-01
1601184600,47,Neutral,1970-01-01
1601271000,43,Fear,1970-01-01
1601357400,45,Neutral,1970-01-01
1601443800,49,Neutral,1970-01-01
1601530200,45,Neutral,1970-01-01
1601616600,41,Fear,1970-01-01
1601703000,40,Fear,1970-01-01
1601789400,42,Fear,1970-01-01
1601875800,42,Fear,1970-01-01
1601962200,47,Neutral,1970-01-01
1602048600,43,Fear,1970-01-01
1602135000,46,Neutral,1970-01-01
1602221400,48,Neutral,1970-01-01
1602307800,53,Neutral,1970-01-01
1602394200,55,Greed,1970-01-01
1602480600,52,Neutral,1970-01-01
1602567000,56,Greed,1970-01-01
1602653400,53,Neutral,1970-01-01
1602739800,56,Greed,1970-01-01
1602826200,52,Neutral,1970-01-01
1602912600,56,Greed,1970-01-01
1602999000,55,Greed,1970-01-01
1603085400,55,Greed,1970-01-01
1603171800,56,Greed,1970-01-01
1603258200,61,Greed,1970-01-01
1603344600,73,Greed,1970-01-01
1603431000,74,Greed,1970-01-01
1603517400,73,Greed,1970-01-01
1603603800,76,Extreme Greed,1970-01-01
1603690200,75,Extreme Greed,1970-01-01
1603776600,61,Greed,1970-01-01
1603863000,70,Greed,1970-01-01
1603949400,67,Greed,1970-01-01
1604035800,74,Greed,1970-01-01
1604122200,73,Greed,1970-01-01
1604208600,72,Greed,1970-01-01
1604295000,71,Greed,1970-01-01
1604381400,71,Greed,1970-01-01
1604467800,74,Greed,1970-01-01
1604554200,72,Greed,1970-01-01
1604640600,90,Extreme Greed,1970-01-01
1604727000,88,Extreme Greed,1970-01-01
1604813400,82,Extreme Greed,1970-01-01
1604899800,90,Extreme Greed,1970-01-01
1604986200,90,Extreme Greed,1970-01-01
1605072600,86,Extreme Greed,1970-01-01
1605159000,87,Extreme Greed,1970-01-01
1605245400,89,Extreme Greed,1970-01-01
1605331800,90,Extreme Greed,1970-01-01
1605418200,86,Extreme Greed,1970-01-01
1605504600,90,Extreme Greed,1970-01-01
1605591000,86,Extreme Greed,1970-01-01
1605677400,91,Extreme Greed,1970-01-01
1605763800,94,Extreme Greed,1970-01-01
1605850200,86,Extreme Greed,1970-01-01
1605936600,91,Extreme Greed,1970-01-01
1606023000,94,Extreme Greed,1970-01-01
1606109400,90,Extreme Greed,1970-01-01
1606195800,88,Extreme Greed,1970-01-01
1606282200,94,Extreme Greed,1970-01-01
1606368600,93,Extreme Greed,1970-01-01
1606455000,86,Extreme Greed,1970-01-01
1606541400,87,Extreme Greed,1970-01-01
1606627800,89,Extreme Greed,1970-01-01
1606714200,88,Extreme Greed,1970-01-01
1606800600,95,Extreme Greed,1970-01-01
1606887000,92,Extreme Greed,1970-01-01
1606973400,92,Extreme Greed,1970-01-01
1607059800,92,Extreme Greed,1970-01-01
1607146200,93,Extreme Greed,1970-01-01
1607232600,95,Extreme Greed,1970-01-01
1607319000,94,Extreme Greed,1970-01-01
1607405400,95,Extreme Greed,1970-01-01
1607491800,86,Extreme Greed,1970-01-01
1607578200,94,Extreme Greed,1970-01-01
1607664600,89,Extreme Greed,1970-01-01
1607751000,90,Extreme Greed,1970-01-01
1607837400,91,Extreme Greed,1970-01-01
1607923800,95,Extreme Greed,1970-01-01
1608010200,91,Extreme Greed,1970-01-01
1608096600,92,Extreme Greed,1970-01-01
1608183000,92,Extreme Greed,1970-01-01
1608269400,95,Extreme Greed,1970-01-01
1608355800,93,Extreme Greed,1970-01-01
1608442200,92,Extreme Greed,1970-01-01
1608528600,92,Extreme Greed,1970-01-01
1608615000,88,Extreme Greed,1970-01-01
1608701400,93,Extreme Greed,1970-01-01
1608787800,86,Extreme Greed,1970-01-01
1608874200,94,Extreme Greed,1970-01-01
1608960600,93,Extreme Greed,1970-01-01
1609047000,91,Extreme Greed,1970-01-01
1609133400,92,Extreme Greed,1970-01-01
1609219800,91,Extreme Greed,1970-01-01
1609306200,91,Extreme Greed,1970-01-01
1609392600,95,Extreme Greed,1970-01-01
1609479000,94,Extreme Greed,1970-01-01
1609565400,94,Extreme Greed,1970-01-01
1609651800,93,Extreme Greed,1970-01-01
1609738200,94,Extreme Greed,1970-01-01
1609824600,93,Extreme Greed,1970-01-01
1609911000,95,Extreme Greed,1970-01-01
1609997400,91,Extreme Greed,1970-01-01
1610083800,93,Extreme Greed,1970-01-01
1610170200,93,Extreme Greed,1970-01-01
1610256600,94,Extreme Greed,1970-01-01
1610343000,90,Extreme Greed,1970-01-01
1610429400,84,Extreme Greed,1970-01-01
1610515800,78,Extreme Greed,1970-01-01
1610602200,83,Extreme Greed,1970-01-01
1610688600,88,Extreme Greed,1970-01-01
1610775000,84,Extreme Greed,1970-01-01
1610861400,79,Extreme Greed,1970-01-01
1610947800,79,Extreme Greed,1970-01-01
1611034200,80,Extreme Greed,1970-01-01
1611120600,78,Extreme Greed,1970-01-01
1611207000,75,Extreme Greed,1970-01-01
1611293400,40,Fear,1970-01-01
1611379800,74,Greed,1970-01-01
1611466200,70,Greed,1970-01-01
1611552600,74,Greed,1970-01-01
1611639000,71,Greed,1970-01-01
1611725400,78,Extreme Greed,1970-01-01
1611811800,55,Greed,1970-01-01
1611898200,77,Extreme Greed,1970-01-01
1611984600,76,Extreme Greed,1970-01-01
1612071000,78,Extreme Greed,1970-01-01
1612157400,77,Extreme Greed,1970-01-01
1612243800,76,Extreme Greed,1970-01-01
1612330200,78,Extreme Greed,1970-01-01
1612416600,80,Extreme Greed,1970-01-01
1612503000,81,Extreme Greed,1970-01-01
1612589400,84,Extreme Greed,1970-01-01
1612675800,86,Extreme Greed,1970-01-01
1612762200,83,Extreme Greed,1970-01-01
1612848600,95,Extreme Greed,1970-01-01
1612935000,92,Extreme Greed,1970-01-01
1613021400,93,Extreme Greed,1970-01-01
1613107800,92,Extreme Greed,1970-01-01
1613194200,92,Extreme Greed,1970-01-01
1613280600,95,Extreme Greed,1970-01-01
1613367000,93,Extreme Greed,1970-01-01
1613453400,95,Extreme Greed,1970-01-01
1613539800,95,Extreme Greed,1970-01-01
1613626200,91,Extreme Greed,1970-01-01
1613712600,93,Extreme Greed,1970-01-01
1613799000,91,Extreme Greed,1970-01-01
1613885400,91,Extreme Greed,1970-01-01
1613971800,94,Extreme Greed,1970-01-01
1614058200,94,Extreme Greed,1970-01-01
1614144600,76,Extreme Greed,1970-01-01
1614231000,79,Extreme Greed,1970-01-01
1614317400,55,Greed,1970-01-01
1614403800,56,Greed,1970-01-01
1614490200,55,Greed,1970-01-01
1614576600,38,Fear,1970-01-01
1614663000,78,Extreme Greed,1970-01-01
1614749400,78,Extreme Greed,1970-01-01
1614835800,84,Extreme Greed,1970-01-01
1614922200,77,Extreme Greed,1970-01-01
1615008600,77,Extreme Greed,1970-01-01
1615095000,76,Extreme Greed,1970-01-01
1615181400,81,Extreme Greed,1970-01-01
1615267800,81,Extreme Greed,1970-01-01
1615354200,68,Greed,1970-01-01
1615440600,73,Greed,1970-01-01
1615527000,70,Greed,1970-01-01
1615613400,74,Greed,1970-01-01
1615699800,78,Extreme Greed,1970-01-01
1615786200,76,Extreme Greed,1970-01-01
1615872600,71,Greed,1970-01-01
1615959000,71,Greed,1970-01-01
1616045400,72,Greed,1970-01-01
1616131800,71,Greed,1970-01-01
1616218200,75,Extreme Greed,1970-01-01
1616304600,73,Greed,1970-01-01
1616391000,70,Greed,1970-01-01
1616477400,66,Greed,1970-01-01
1616563800,65,Greed,1970-01-01
1616650200,60,Greed,1970-01-01
1616736600,54,Neutral,1970-01-01
1616823000,65,Greed,1970-01-01
1616909400,74,Greed,1970-01-01
1616995800,72,Greed,1970-01-01
1617082200,72,Greed,1970-01-01
1617168600,76,Extreme Greed,1970-01-01
1617255000,74,Greed,1970-01-01
1617341400,74,Greed,1970-01-01
1617427800,73,Greed,1970-01-01
1617514200,74,Greed,1970-01-01
1617600600,71,Greed,1970-01-01
1617687000,75,Extreme Greed,1970-01-01
1617773400,72,Greed,1970-01-01
1617859800,73,Greed,1970-01-01
1617946200,70,Greed,1970-01-01
1618032600,70,Greed,1970-01-01
1618119000,76,Extreme Greed,1970-01-01
1618205400,74,Greed,1970-01-01
1618291800,74,Greed,1970-01-01
1618378200,75,Extreme Greed,1970-01-01
1618464600,79,Extreme Greed,1970-01-01
1618551000,78,Extreme Greed,1970-01-01
1618637400,76,Extreme Greed,1970-01-01
1618723800,79,Extreme Greed,1970-01-01
1618810200,74,Greed,1970-01-01
1618896600,73,Greed,1970-01-01
1618983000,73,Greed,1970-01-01
1619069400,65,Greed,1970-01-01
1619155800,55,Greed,1970-01-01
1619242200,37,Fear,1970-01-01
1619328600,31,Fear,1970-01-01
1619415000,27,Fear,1970-01-01
1619501400,50,Neutral,1970-01-01
1619587800,59,Greed,1970-01-01
1619674200,52,Neutral,1970-01-01
1619760600,51,Neutral,1970-01-01
1619847000,68,Greed,1970-01-01
1619933400,66,Greed,1970-01-01
1620019800,61,Greed,1970-01-01
1620106200,68,Greed,1970-01-01
1620192600,48,Neutral,1970-01-01
1620279000,65,Greed,1970-01-01
1620365400,64,Greed,1970-01-01
1620451800,67,Greed,1970-01-01
1620538200,73,Greed,1970-01-01
1620624600,72,Greed,1970-01-01
1620711000,61,Greed,1970-01-01
1620797400,68,Greed,1970-01-01
1620883800,31,Fear,1970-01-01
1620970200,26,Fear,1970-01-01
1621056600,27,Fear,1970-01-01
1621143000,20,Extreme Fear,1970-01-01
1621229400,27,Fear,1970-01-01
1621315800,21,Extreme Fear,1970-01-01
1621402200,23,Extreme Fear,1970-01-01
1621488600,11,Extreme Fear,1970-01-01
1621575000,19,Extreme Fear,1970-01-01
1621661400,12,Extreme Fear,1970-01-01
1621747800,14,Extreme Fear,1970-01-01
1621834200,10,Extreme Fear,1970-01-01
1621920600,22,Extreme Fear,1970-01-01
1622007000,22,Extreme Fear,1970-01-01
1622093400,27,Fear,1970-01-01
1622179800,21,Extreme Fear,1970-01-01
1622266200,18,Extreme Fear,1970-01-01
1622352600,10,Extreme Fear,1970-01-01
1622439000,18,Extreme Fear,1970-01-01
1622525400,20,Extreme Fear,1970-01-01
1622611800,23,Extreme Fear,1970-01-01
1622698200,24,Extreme Fear,1970-01-01
1622784600,27,Fear,1970-01-01
1622871000,24,Extreme Fear,1970-01-01
1622957400,17,Extreme Fear,1970-01-01
1623043800,15,Extreme Fear,1970-01-01
1623130200,13,Extreme Fear,1970-01-01
1623216600,14,Extreme Fear,1970-01-01
1623303000,21,Extreme Fear,1970-01-01
1623389400,21,Extreme Fear,1970-01-01
1623475800,28,Fear,1970-01-01
1623562200,23,Extreme Fear,1970-01-01
1623648600,28,Fear,1970-01-01
1623735000,38,Fear,1970-01-01
1623821400,33,Fear,1970-01-01
1623907800,26,Fear,1970-01-01
1623994200,25,Fear,1970-01-01
1624080600,23,Extreme Fear,1970-01-01
1624167000,21,Extreme Fear,1970-01-01
1624253400,23,Extreme Fear,1970-01-01
1624339800,10,Extreme Fear,1970-01-01
1624426200,14,Extreme Fear,1970-01-01
1624512600,22,Extreme Fear,1970-01-01
1624599000,27,Fear,1970-01-01
1624685400,20,Extreme Fear,1970-01-01
1624771800,22,Extreme Fear,1970-01-01
1624858200,25,Fear,1970-01-01
1624944600,25,Fear,1970-01-01
1625031000,28,Fear,1970-01-01
1625117400,28,Fear,1970-01-01
1625203800,21,Extreme Fear,1970-01-01
1625290200,24,Extreme Fear,1970-01-01
1625376600,27,Fear,1970-01-01
1625463000,29,Fear,1970-01-01
1625549400,20,Extreme Fear,1970-01-01
1625635800,28,Fear,1970-01-01
1625722200,20,Extreme Fear,1970-01-01
1625808600,20,Extreme Fear,1970-01-01
1625895000,20,Extreme Fear,1970-01-01
1625981400,20,Extreme Fear,1970-01-01
1626067800,25,Fear,1970-01-01
1626154200,20,Extreme Fear,1970-01-01
1626240600,21,Extreme Fear,1970-01-01
1626327000,20,Extreme Fear,1970-01-01
1626413400,22,Extreme Fear,1970-01-01
1626499800,15,Extreme Fear,1970-01-01
1626586200,19,Extreme Fear,1970-01-01
1626672600,24,Extreme Fear,1970-01-01
1626759000,19,Extreme Fear,1970-01-01
1626845400,10,Extreme Fear,1970-01-01
1626931800,21,Extreme Fear,1970-01-01
1627018200,23,Extreme Fear,1970-01-01
1627104600,22,Extreme Fear,1970-01-01
1627191000,27,Fear,1970-01-01
1627277400,26,Fear,1970-01-01
1627363800,32,Fear,1970-01-01
1627450200,50,Neutral,1970-01-01
1627536600,50,Neutral,1970-01-01
1627623000,53,Neutral,1970-01-01
1627709400,60,Greed,1970-01-01
1627795800,60,Greed,1970-01-01
1627882200,48,Neutral,1970-01-01
1627968600,48,Neutral,1970-01-01
1628055000,42,Fear,1970-01-01
1628141400,50,Neutral,1970-01-01
1628227800,52,Neutral,1970-01-01
1628314200,69,Greed,1970-01-01
1628400600,74,Greed,1970-01-01
1628487000,65,Greed,1970-01-01
1628573400,71,Greed,1970-01-01
1628659800,70,Greed,1970-01-01
1628746200,70,Greed,1970-01-01
1628832600,70,Greed,1970-01-01
1628919000,76,Extreme Greed,1970-01-01
1629005400,71,Greed,1970-01-01
1629091800,72,Greed,1970-01-01
1629178200,72,Greed,1970-01-01
1629264600,73,Greed,1970-01-01
1629351000,70,Greed,1970-01-01
1629437400,70,Greed,1970-01-01
1629523800,78,Extreme Greed,1970-01-01
1629610200,76,Extreme Greed,1970-01-01
1629696600,79,Extreme Greed,1970-01-01
1629783000,79,Extreme Greed,1970-01-01
1629869400,73,Greed,1970-01-01
1629955800,75,Extreme Greed,1970-01-01
1630042200,71,Greed,1970-01-01
1630128600,78,Extreme Greed,1970-01-01
1630215000,72,Greed,1970-01-01
1630301400,73,Greed,1970-01-01
1630387800,73,Greed,1970-01-01
1630474200,71,Greed,1970-01-01
1630560600,74,Greed,1970-01-01
1630647000,74,Greed,1970-01-01
1630733400,72,Greed,1970-01-01
1630819800,73,Greed,1970-01-01
1630906200,79,Extreme Greed,1970-01-01
1630992600,79,Extreme Greed,1970-01-01
1631079000,47,Neutral,1970-01-01
1631165400,45,Neutral,1970-01-01
1631251800,46,Neutral,1970-01-01
1631338200,31,Fear,1970-01-01
1631424600,32,Fear,1970-01-01
1631511000,44,Fear,1970-01-01
1631597400,30,Fear,1970-01-01
1631683800,49,Neutral,1970-01-01
1631770200,53,Neutral,1970-01-01
1631856600,48,Neutral,1970-01-01
1631943000,50,Neutral,1970-01-01
1632029400,53,Neutral,1970-01-01
1632115800,50,Neutral,1970-01-01
1632202200,27,Fear,1970-01-01
1632288600,21,Extreme Fear,1970-01-01
1632375000,27,Fear,1970-01-01
1632461400,33,Fear,1970-01-01
1632547800,28,Fear,1970-01-01
1632634200,27,Fear,1970-01-01
1632720600,26,Fear,1970-01-01
1632807000,25,Fear,1970-01-01
1632893400,24,Extreme Fear,1970-01-01
1632979800,20,Extreme Fear,1970-01-01
1633066200,27,Fear,1970-01-01
1633152600,54,Neutral,1970-01-01
1633239000,49,Neutral,1970-01-01
1633325400,54,Neutral,1970-01-01
1633411800,59,Greed,1970-01-01
1633498200,68,Greed,1970-01-01
1633584600,76,Extreme Greed,1970-01-01
1633671000,74,Greed,1970-01-01
1633757400,72,Greed,1970-01-01
1633843800,71,Greed,1970-01-01
1633930200,71,Greed,1970-01-01
1634016600,78,Extreme Greed,1970-01-01
1634103000,70,Greed,1970-01-01
1634189400,70,Greed,1970-01-01
1634275800,71,Greed,1970-01-01
1634362200,78,Extreme Greed,1970-01-01
1634448600,79,Extreme Greed,1970-01-01
1634535000,78,Extreme Greed,1970-01-01
1634621400,75,Extreme Greed,1970-01-01
1634707800,82,Extreme Greed,1970-01-01
1634794200,84,Extreme Greed,1970-01-01
1634880600,75,Extreme Greed,1970-01-01
1634967000,74,Greed,1970-01-01
1635053400,73,Greed,1970-01-01
1635139800,72,Greed,1970-01-01
1635226200,76,Extreme Greed,1970-01-01
1635312600,73,Greed,1970-01-01
1635399000,66,Greed,1970-01-01
1635485400,70,Greed,1970-01-01
1635571800,73,Greed,1970-01-01
1635658200,74,Greed,1970-01-01
1635744600,74,Greed,1970-01-01
1635831000,73,Greed,1970-01-01
1635917400,76,Extreme Greed,1970-01-01
1636003800,73,Greed,1970-01-01
1636090200,73,Greed,1970-01-01
1636176600,71,Greed,1970-01-01
1636263000,73,Greed,1970-01-01
1636349400,75,Extreme Greed,1970-01-01
1636435800,84,Extreme Greed,1970-01-01
1636522200,75,Extreme Greed,1970-01-01
1636608600,77,Extreme Greed,1970-01-01
1636695000,74,Greed,1970-01-01
1636781400,72,Greed,1970-01-01
1636867800,74,Greed,1970-01-01
1636954200,72,Greed,1970-01-01
1637040600,71,Greed,1970-01-01
1637127000,52,Neutral,1970-01-01
1637213400,54,Neutral,1970-01-01
1637299800,34,Fear,1970-01-01
1637386200,43,Fear,1970-01-01
1637472600,49,Neutral,1970-01-01
1637559000,50,Neutral,1970-01-01
1637645400,33,Fear,1970-01-01
1637731800,42,Fear,1970-01-01
1637818200,32,Fear,1970-01-01
1637904600,47,Neutral,1970-01-01
1637991000,21,Extreme Fear,1970-01-01
1638077400,27,Fear,1970-01-01
1638163800,33,Fear,1970-01-01
1638250200,40,Fear,1970-01-01
1638336600,34,Fear,1970-01-01
1638423000,32,Fear,1970-01-01
1638509400,31,Fear,1970-01-01
1638595800,25,Fear,1970-01-01
1638682200,18,Extreme Fear,1970-01-01
1638768600,16,Extreme Fear,1970-01-01
1638855000,25,Fear,1970-01-01
1638941400,28,Fear,1970-01-01
1639027800,29,Fear,1970-01-01
1639114200,24,Extreme Fear,1970-01-01
1639200600,16,Extreme Fear,1970-01-01
1639287000,27,Fear,1970-01-01
1639373400,28,Fear,1970-01-01
1639459800,21,Extreme Fear,1970-01-01
1639546200,28,Fear,1970-01-01
1639632600,29,Fear,1970-01-01
1639719000,23,Extreme Fear,1970-01-01
1639805400,24,Extreme Fear,1970-01-01
1639891800,29,Fear,1970-01-01
1639978200,25,Fear,1970-01-01
1640064600,27,Fear,1970-01-01
1640151000,45,Neutral,1970-01-01
1640237400,34,Fear,1970-01-01
1640323800,41,Fear,1970-01-01
1640410200,39,Fear,1970-01-01
1640496600,37,Fear,1970-01-01
1640583000,40,Fear,1970-01-01
1640669400,41,Fear,1970-01-01
1640755800,27,Fear,1970-01-01
1640842200,22,Extreme Fear,1970-01-01
1640928600,28,Fear,1970-01-01
